nama_destinasi,alamat,website,google_link,longitude,latitude,review_total,average_rating,letak_provinsi,kategori
Mangunan Pines Forests,"Jl raya Jl. Hutan Pinus Nganjir, Mangunan, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783",Tidak Tersedia,"https://www.google.com/maps/place/Mangunan+Pines+Forests/@-7.9261073,110.4304652,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a536355abb129:0x9fb567811ef62e4e!8m2!3d-7.9261073!4d110.4304652!16s%2Fg%2F11g9w4r_1f?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.430,-7.926,25510,4.6,Daerah Istimewa Yogyakarta,Wisata Alam
Embung Langensari,"Jl. Kusbini No.35, Klitren, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55222",https://bekerja.id/,"https://www.google.com/maps/place/Embung+Langensari/@-7.7866148,110.3819311,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a59d258bc6935:0xd72d8d2e7140104a!8m2!3d-7.7866148!4d110.3819311!16s%2Fg%2F11bwkhd4d1?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.382,-7.787,3199,4.3,Daerah Istimewa Yogyakarta,Wisata Alam
Tera View Yogyakarta,"Wates St No.5 KM 8, Pereng Kembang, Balecatur, Gamping, Sleman Regency, Special Region of Yogyakarta 55295",Tidak Tersedia,"https://www.google.com/maps/place/Tera+View+Yogyakarta/@-7.8114761,110.2938761,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7af9cf31cc8e21:0x9e045e9c882ca6f8!8m2!3d-7.8114761!4d110.2938761!16s%2Fg%2F11srljhvq3?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.294,-7.811,297,4.5,Daerah Istimewa Yogyakarta,Wisata Alam
Ijo Temple,"Jl. Candi Ijo, Nglengkong, Sambirejo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572",Tidak Tersedia,"https://www.google.com/maps/place/Ijo+Temple/@-7.783827,110.5118835,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5b1232407aa5:0x645c50631c5aaaeb!8m2!3d-7.783827!4d110.5118835!16s%2Fm%2F0s8ww5l?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.512,-7.784,1622,4.8,Daerah Istimewa Yogyakarta,Wisata Alam
Watu Goyang,"Cempluk, Jl. Watu Goyang No.1, Griloyo, Mangunan, Kec. Imogiri, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783",http://linktr.ee/watugoyang,"https://www.google.com/maps/place/Watu+Goyang/@-7.9274086,110.4120586,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a548fd0091f07:0xf2e5878e2fc74574!8m2!3d-7.9274086!4d110.4120586!16s%2Fg%2F11c31tj_lg?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.412,-7.927,1584,4.4,Daerah Istimewa Yogyakarta,Wisata Alam
Wisata Alam Jeglongan Sewu,"Jl. Garuda No.198-118, Sanggrahan, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Tidak Tersedia,"https://www.google.com/maps/place/Wisata+Alam+Jeglongan+Sewu/@-7.7541872,110.3986746,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a59002b5d4533:0x8895d9389251aeed!8m2!3d-7.7541872!4d110.3986746!16s%2Fg%2F11y5vz4pxq?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.399,-7.754,,,Daerah Istimewa Yogyakarta,Wisata Alam
Agro Tourism Bhumi Merapi,"Jl. Kaliurang No.Km.20, Sawungan, Hargobinangun, Kec. Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582",Tidak Tersedia,"https://www.google.com/maps/place/Agro+Tourism+Bhumi+Merapi/@-7.6400756,110.4264098,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a60acafd671df:0xd2d3e41c9f632fd9!8m2!3d-7.6400756!4d110.4264098!16s%2Fg%2F11csbr8533?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.426,-7.640,13844,4.5,Daerah Istimewa Yogyakarta,Wisata Alam
Kedung Pedut Waterfall,"Jl. Kutogiri Gunung Kelir, Kembang, Jatimulyo, Kec. Girimulyo, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55674",Tidak Tersedia,"https://www.google.com/maps/place/Kedung+Pedut+Waterfall/@-7.7699875,110.1210707,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7aefcb98e324b9:0x417b7b093fdf367f!8m2!3d-7.7699875!4d110.1210707!16s%2Fg%2F11clgcfjzw?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.121,-7.770,3839,4.5,Daerah Istimewa Yogyakarta,Wisata Alam
Bukit Tompak,"Jl. Sumur Bandung, Cikal, Srimulyo, Kec. Piyungan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55792",Tidak Tersedia,"https://www.google.com/maps/place/Bukit+Tompak/@-7.8439944,110.4559933,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51174a0dc653:0xc1d1556d4f454b2d!8m2!3d-7.8439944!4d110.4559933!16s%2Fg%2F11f3819q1l?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.456,-7.844,392,4.5,Daerah Istimewa Yogyakarta,Wisata Alam
Plengkung Gading,"Jl. Patehan Kidul No.4, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133",Tidak Tersedia,"https://www.google.com/maps/place/Plengkung+Gading/@-7.8137278,110.3629074,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5796f097cf41:0x89fc8d46097f458b!8m2!3d-7.8137278!4d110.3629074!16s%2Fg%2F11btlnnlpx?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.363,-7.814,2998,4.6,Daerah Istimewa Yogyakarta,Wisata Alam
Jurang Tembelan Kanigoro,"Mangunan, Dlingo, Bantul Regency, Special Region of Yogyakarta 55783",Tidak Tersedia,"https://www.google.com/maps/place/Jurang+Tembelan+Kanigoro/@-7.9400233,110.4298257,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a535efa9f6961:0xd94caa6b36062e9f!8m2!3d-7.9400233!4d110.4298257!16s%2Fg%2F11ddwymrn8?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.430,-7.940,4115,4.5,Daerah Istimewa Yogyakarta,Wisata Alam
Taman Lampion,"69X9+PWF, Jl. Ring Road Utara, Waras, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284",Tidak Tersedia,"https://www.google.com/maps/place/Taman+Lampion/@-7.7506878,110.3697881,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a58f976fe0117:0x6157f20b2ae52174!8m2!3d-7.7506878!4d110.3697881!16s%2Fg%2F11fylkfy18?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.370,-7.751,828,4.3,Daerah Istimewa Yogyakarta,Wisata Alam
Bendhung Lepen,"Mrican UH7/ 338, Giwangan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55163",Tidak Tersedia,"https://www.google.com/maps/place/Bendhung+Lepen/@-7.8312214,110.3941377,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a575796e0e4d5:0x65bc00150955aeab!8m2!3d-7.8312214!4d110.3941377!16s%2Fg%2F11fks916ng?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.394,-7.831,1577,4.7,Daerah Istimewa Yogyakarta,Wisata Alam
Desa Wisata Fauna Ketingan,"784H+QMG, Jl. Ngrajek-Ketingan, Ketingan, Tirtoadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55287",Tidak Tersedia,"https://www.google.com/maps/place/Desa+Wisata+Fauna+Ketingan/@-7.743062,110.3292115,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7af743dfe424ab:0xcf7e6dfe1023fcf4!8m2!3d-7.743062!4d110.3292115!16s%2Fg%2F11mpyq55lh?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.329,-7.743,7,4.7,Daerah Istimewa Yogyakarta,Wisata Alam
Taman Sari,"Patehan, Kraton, Yogyakarta City, Special Region of Yogyakarta 55133",http://jogjakota.go.id/,"https://www.google.com/maps/place/Taman+Sari/@-7.8099788,110.3589907,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5793d0c2cf2b:0x276a21f8a01cbe13!8m2!3d-7.8099788!4d110.3589907!16s%2Fm%2F0b6gg2m?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.359,-7.810,41844,4.6,Daerah Istimewa Yogyakarta,Wisata Alam
Green Kayen,"Kayen, Condongcatur, Depok, Sleman Regency, Special Region of Yogyakarta",Tidak Tersedia,"https://www.google.com/maps/place/Green+Kayen/@-7.7374119,110.3849548,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a59e84f8e1e81:0x892933b7e11930d8!8m2!3d-7.7374119!4d110.3849548!16s%2Fg%2F11n2h0nznl?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.385,-7.737,341,4.5,Daerah Istimewa Yogyakarta,Wisata Alam
Watu Amben Stone Park,"Jl. Dlingo-Patuk, Area Kebun, Srimulyo, Kec. Piyungan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55792",Tidak Tersedia,"https://www.google.com/maps/place/Watu+Amben+Stone+Park/@-7.8586679,110.4726761,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51a1abb2cbf7:0x26d9922919a7ff3f!8m2!3d-7.8586679!4d110.4726761!16s%2Fg%2F11gd6720_b?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.473,-7.859,1028,4.5,Daerah Istimewa Yogyakarta,Wisata Alam
Taman Gardu Pandang Kaliurang,"Kaliurang, Hargobinangun, Pakem, Sleman Regency, Special Region of Yogyakarta 55582",Tidak Tersedia,"https://www.google.com/maps/place/Taman+Gardu+Pandang+Kaliurang/@-7.5930139,110.4249938,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a60d315c2dbb9:0x4fa525709d3ef5d9!8m2!3d-7.5930139!4d110.4249938!16s%2Fg%2F11bv6l7p96?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.425,-7.593,3626,4.4,Daerah Istimewa Yogyakarta,Wisata Alam
Gerbang Banyu Langit,"Jl. Bintaran Kulon, Jl. Bintaran Kulon No.RT 06, Srimulyo, Kec. Piyungan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55792",Tidak Tersedia,"https://www.google.com/maps/place/Gerbang+Banyu+Langit/@-7.8327028,110.4519669,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a514c940d7f4f:0xe7249bb2071ccd83!8m2!3d-7.8327028!4d110.4519669!16s%2Fg%2F11gn28j3my?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.452,-7.833,1162,4.4,Daerah Istimewa Yogyakarta,Wisata Alam
wisata ikan gajahwong,"599V+GJ9, Giwangan, Umbulharjo, Yogyakarta City, Special Region of Yogyakarta 55163",Tidak Tersedia,"https://www.google.com/maps/place/wisata+ikan+gajahwong/@-7.8312141,110.3941223,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5711040a5553:0x1e80a3dcf57a69d5!8m2!3d-7.8312141!4d110.3941223!16s%2Fg%2F11mhx1rcgj?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.394,-7.831,29,4.9,Daerah Istimewa Yogyakarta,Wisata Alam
Wisata Kali Gajah Wong Mrican Giwangan,"599V+GMV, Mrican, Giwangan, Umbulharjo, Yogyakarta City, Special Region of Yogyakarta 55163",Tidak Tersedia,"https://www.google.com/maps/place/Wisata+Kali+Gajah+Wong+Mrican+Giwangan/@-7.8311337,110.3941846,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a571c6efb47ad:0x9f88b30f2819abae!8m2!3d-7.8311337!4d110.3941846!16s%2Fg%2F11c5bhfs47?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.394,-7.831,3012,4.6,Daerah Istimewa Yogyakarta,Wisata Alam
Bukit Klumprit,"5GR8+WPQ, Klumprit 1, Klumprit II, Wukirharjo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572",Tidak Tersedia,"https://www.google.com/maps/place/Bukit+Klumprit/@-7.8062935,110.5194373,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a501e56ad03b5:0xb0b556b414e0064e!8m2!3d-7.8062935!4d110.5194373!16s%2Fg%2F11f1271w6k?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.519,-7.806,1584,4.5,Daerah Istimewa Yogyakarta,Wisata Alam
Batara Sriten Reservoir,"5J9M+562, Sriten, Pilangrejo, Kec. Nglipar, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55852",Tidak Tersedia,"https://www.google.com/maps/place/Batara+Sriten+Reservoir/@-7.8321113,110.633017,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a4be555555555:0x404cf863f23e1aaa!8m2!3d-7.8321113!4d110.633017!16s%2Fg%2F11b76jmvds?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.633,-7.832,2109,4.5,Daerah Istimewa Yogyakarta,Wisata Alam
Kampung Wisata Sosromenduran,"001, Jl. Sosrowijayan No.69, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",https://pariwisata.jogjakota.go.id/detail/index/104,"https://www.google.com/maps/place/Kampung+Wisata+Sosromenduran/@-7.79219,110.362151,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5826be29978d:0xe41a56956d58b8c7!8m2!3d-7.79219!4d110.362151!16s%2Fg%2F1pzs29j25?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.362,-7.792,41,4.1,Daerah Istimewa Yogyakarta,Seni dan Budaya
Kampung Wisata Warungboto,"Balai, Jl. Umbul Raya, RT.38/RW.09, Warungboto, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55164",Tidak Tersedia,"https://www.google.com/maps/place/Kampung+Wisata+Warungboto/@-7.8133932,110.392982,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a57e2083b1b59:0xd58c23699705d0d0!8m2!3d-7.8133932!4d110.392982!16s%2Fg%2F11rfd6mky3?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.393,-7.813,31,4.9,Daerah Istimewa Yogyakarta,Seni dan Budaya
Puncak Sosok,"Jambon, Bawuran, Pleret, Bantul Regency, Special Region of Yogyakarta 55791",https://linktr.ee/puncak_sosok,"https://www.google.com/maps/place/Puncak+Sosok/@-7.8716924,110.4261904,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a56ab2b3ba907:0xf5f033d78fb5804c!8m2!3d-7.8716924!4d110.4261904!16s%2Fg%2F11fy4mct8h?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.426,-7.872,13333,4.7,Daerah Istimewa Yogyakarta,Wisata Alam
Tegaldowo Puspa Gading Park,"48PF+FCG, Jl. Grujugan, Grujugan, Bantul, Kec. Bantul, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55751",Tidak Tersedia,"https://www.google.com/maps/place/Tegaldowo+Puspa+Gading+Park/@-7.8658973,110.3224493,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7af9a976fbdd71:0x6d10233acd954cc0!8m2!3d-7.8658973!4d110.3224493!16s%2Fg%2F11h764h225?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.322,-7.866,2496,4.4,Daerah Istimewa Yogyakarta,Wisata Alam
Ledoksambi,"No.KM. 19, Jl. Kaliurang No.2, Area Sawah, Pakembinangun, Kec. Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582",http://www.ledoksambi.com/,"https://www.google.com/maps/place/Ledoksambi/@-7.6470943,110.4280998,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5de21c5696bb:0x1c946f8d6d01946!8m2!3d-7.6470943!4d110.4280998!16s%2Fg%2F1ptyk0y39?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.428,-7.647,13782,4.6,Daerah Istimewa Yogyakarta,Wisata Alam
Desa Wisata Kaki Langit,"3C8C+RWM, Cempluk, Mangunan, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783",Tidak Tersedia,"https://www.google.com/maps/place/Desa+Wisata+Kaki+Langit/@-7.9318979,110.4219453,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a549c2170afef:0xfc9f151d8c9d6e87!8m2!3d-7.9318979!4d110.4219453!16s%2Fg%2F11g01_zy0_?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.422,-7.932,136,4.6,Daerah Istimewa Yogyakarta,Wisata Alam
Grojogan Pucung,"Kalipakem, Seloharjo, Pundong, Bantul Regency, Special Region of Yogyakarta 55771",Tidak Tersedia,"https://www.google.com/maps/place/Grojogan+Pucung/@-7.99026,110.3420516,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7bab412c9e7999:0x914713550d67d9b4!8m2!3d-7.99026!4d110.3420516!16s%2Fg%2F11qq2qjpq_?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.342,-7.990,69,4.6,Daerah Istimewa Yogyakarta,Wisata Alam
Kampung Wisata Sayidan,"2 No.100, Jl. Sayidan GM No.2 no 63, RT.12/RW.04, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55121",Tidak Tersedia,"https://www.google.com/maps/place/Kampung+Wisata+Sayidan/@-7.802506,110.3703076,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a572efda9844b:0x42952d096fe2880f!8m2!3d-7.802506!4d110.3703076!16s%2Fg%2F11s9zr72px?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.370,-7.803,22,4.7,Daerah Istimewa Yogyakarta,Seni dan Budaya
Puncak Suroloyo,"Keceme, Gerbosari, Samigaluh, Kulon Progo Regency, Special Region of Yogyakarta 55673",https://www.youtube.com/c/suroloyo,"https://www.google.com/maps/place/Puncak+Suroloyo/@-7.6463247,110.1810625,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7af2d15aa5584f:0x6bd89457c09e63df!8m2!3d-7.6463247!4d110.1810625!16s%2Fg%2F11b75d1hlj?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.181,-7.646,1301,4.5,Daerah Istimewa Yogyakarta,Wisata Alam
Pintoe Langit Dahromo,"Jl. Dahromo, Karang Asem, Muntuk, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783",Tidak Tersedia,"https://www.google.com/maps/place/Pintoe+Langit+Dahromo/@-7.913608,110.437783,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a53831583763d:0xa74f215c61b1135e!8m2!3d-7.913608!4d110.437783!16s%2Fg%2F11dfl8gmh7?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.438,-7.914,1305,4.4,Daerah Istimewa Yogyakarta,Wisata Alam
Sendang Kasihan Spring,"Jl sendang, RT.05/RW.18, Kasih, Tamantirto, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55183",Tidak Tersedia,"https://www.google.com/maps/place/Sendang+Kasihan+Spring/@-7.829826,110.3294388,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7af87155555555:0xce1e35815c3b75aa!8m2!3d-7.829826!4d110.3294388!16s%2Fg%2F1pzvhytqy?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.329,-7.830,761,4.5,Daerah Istimewa Yogyakarta,Wisata Alam
Keraton Ngayogyakarta Hadiningrat,"Jl. Rotowijayan Blok No. 1, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta",http://kratonjogja.id/,"https://www.google.com/maps/place/Keraton+Ngayogyakarta+Hadiningrat/@-7.8052845,110.3642031,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5796db06c7ef:0x395271cf052b276c!8m2!3d-7.8052845!4d110.3642031!16s%2Fm%2F0vb3k_5?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.364,-7.805,37140,4.6,Daerah Istimewa Yogyakarta,Wisata Alam
Sambisari Temple,"Jl. Candi Sambisari, Sambisari, Purwomartani, Kec. Kalasan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55571",Tidak Tersedia,"https://www.google.com/maps/place/Sambisari+Temple/@-7.7624548,110.4470446,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5a39b544a4ab:0xd8f5c2d79ac124f3!8m2!3d-7.7624548!4d110.4470446!16s%2Fm%2F064kb4b?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.447,-7.762,7661,4.6,Daerah Istimewa Yogyakarta,Wisata Alam
Wanadesa - Telagadesa Potorono,"Salakan, Potorono, Banguntapan, Bantul Regency, Special Region of Yogyakarta 55196",Tidak Tersedia,"https://www.google.com/maps/place/Wanadesa+-+Telagadesa+Potorono/@-7.8314977,110.4205514,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a572bd6c0d171:0x30056af386ca91fe!8m2!3d-7.8314977!4d110.4205514!16s%2Fg%2F11hbgb4n78?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.421,-7.831,180,4.5,Daerah Istimewa Yogyakarta,Wisata Alam
GROJOGAN TANJUNG WINONGO CULTURAL PARK,"59Q2+XMX, Patangpuluhan, Wirobrajan, Yogyakarta City, Special Region of Yogyakarta 55251",https://patangpuluhankel.jogjakota.go.id/,"https://www.google.com/maps/place/GROJOGAN+TANJUNG+WINONGO+CULTURAL+PARK/@-7.8100045,110.3517491,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a57fd74e07505:0x9daf5490cc21d4ef!8m2!3d-7.8100045!4d110.3517491!16s%2Fg%2F11t401mxpg?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.352,-7.810,16,4.4,Daerah Istimewa Yogyakarta,Wisata Alam
Gunung Gamping,"58W9+4VM, Jl. Gamping Tengah, Gamping Tengah, Ambarketawang, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55294",Tidak Tersedia,"https://www.google.com/maps/place/Gunung+Gamping/@-7.8046696,110.3196567,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7af804b8ac1d39:0x25bbd9da90772f70!8m2!3d-7.8046696!4d110.3196567!16s%2Fg%2F11cjhm78fx?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.320,-7.805,455,4.4,Daerah Istimewa Yogyakarta,Wisata Alam
Grojogan Gajah Purbo Ambarukmo,"Jl. Ambarkusumo No.25, Ambarukmo, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Tidak Tersedia,"https://www.google.com/maps/place/Grojogan+Gajah+Purbo+Ambarukmo/@-7.7837819,110.3966506,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a59cd20daf5c7:0xc1603814883e25f2!8m2!3d-7.7837819!4d110.3966506!16s%2Fg%2F11r8bs7kyl?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.397,-7.784,3,4.7,Daerah Istimewa Yogyakarta,Wisata Alam
Desa Wisata Gerabah Kasongan Yogyakarta,"Jl. Kasongan No.3, Kajen, Bangunjiwo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184",https://linktr.ee/mrajakkeramikkasongan,"https://www.google.com/maps/place/Desa+Wisata+Gerabah+Kasongan+Yogyakarta/@-7.8455358,110.3379568,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a562ec443e609:0xdd8f6df4e1b97dfc!8m2!3d-7.8455358!4d110.3379568!16s%2Fg%2F11hbprbclw?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.338,-7.846,1054,4.5,Daerah Istimewa Yogyakarta,Wisata Alam
puncak bucu,"Ngelosari, Srimulyo, Piyungan, Nganyang, Sitimulyo, Kec. Piyungan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55792",Tidak Tersedia,"https://www.google.com/maps/place/puncak+bucu/@-7.8618548,110.4430834,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51445ff6ba6f:0xa86bc082f5c1ff8b!8m2!3d-7.8618548!4d110.4430834!16s%2Fg%2F11b7tppxtw?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.443,-7.862,326,4.1,Daerah Istimewa Yogyakarta,Wisata Alam
Bukit Lintang Sewu,"Karang Asem, Muntuk, Dlingo, Bantul Regency, Special Region of Yogyakarta 55783",https://instagram.com/bukitlintangsewu?igshid=YzAwZjE1ZTI0Zg==,"https://www.google.com/maps/place/Bukit+Lintang+Sewu/@-7.9157997,110.4366436,17z/data=!3m1!4b1!4m9!3m8!1s0x2e7a53828cd3eced:0x87a0debce17a6da7!5m2!4m1!1i2!8m2!3d-7.9157997!4d110.4366436!16s%2Fg%2F11cp91tmrq?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",110.437,-7.916,3144,4.5,Daerah Istimewa Yogyakarta,Wisata Alam
